FPR,TPR,Coverage,Quality,Conditions
0.17708333333333334,0.6896551724137931,296,0.7829382183908045,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND fnlwgt >= 85815.0
0.15494791666666666,0.6379310344827587,267,0.7829157686781609,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 114117.0
0.1328125,0.5862068965517241,238,0.7828933189655172,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0 AND education-num >= 10.0
0.16276041666666666,0.6551724137931034,277,0.7826194324712643,education-num >= 9.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 85815.0
0.16276041666666666,0.6551724137931034,277,0.7826194324712643,education-num >= 9.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0
0.18359375,0.7025862068965517,304,0.7822602370689654,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0 AND age >= 30.0
0.1796875,0.6896551724137931,298,0.7811153017241379,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND age <= 58.0
0.1796875,0.6896551724137931,298,0.7811153017241379,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND fnlwgt >= 80945.0
0.1796875,0.6896551724137931,298,0.7811153017241379,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND age >= 31.0
0.15625,0.6336206896551724,267,0.7807112068965516,education-num >= 9.0 AND age >= 29.0 AND relationship = 'Husband' AND fnlwgt >= 82465.0
0.17057291666666666,0.6637931034482759,285,0.779736889367816,education-num >= 9.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND age <= 59.0
0.16015625,0.6379310344827587,271,0.7792699353448276,age >= 33.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 81973.0
0.15885416666666666,0.6336206896551724,269,0.778888290229885,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND age <= 51.0
0.15885416666666666,0.6336206896551724,269,0.778888290229885,fnlwgt >= 83082.0 AND age >= 33.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 36.0
0.15885416666666666,0.6336206896551724,269,0.778888290229885,age >= 33.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 83311.0 AND hours-per-week >= 36.0
0.19270833333333334,0.7112068965517241,313,0.7784662356321839,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND race = 'White'
0.16145833333333334,0.6379310344827587,272,0.7783584770114942,age >= 33.0 AND fnlwgt >= 80945.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 36.0
