method,dataset,depth,param_type,param_value,num_subgroups,num_candidates,pruned_subgroups,auc,max_quality,time_seconds,total_points,original_hull_points,removed_points,new_hull_points,original_auc,new_auc,auc_reduction,original_area,new_area,area_reduction,original_max_quality,new_max_quality,selected_points,avg_distance_to_hull,min_diagonal_distance,max_diagonal_distance,threshold_used
furthest_from_diagonal,tic-tac-toe,1,n_points,100.0,,,,,,0.0018665790557861328,109.0,,,2.0,0.6884214172985873,0.6884214172985873,0.0,0.1884214172985873,0.18842141729858736,-5.551115123125783e-17,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,2,n_points,10.0,,,,,,0.004180192947387695,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,2,n_points,20.0,,,,,,0.00434112548828125,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,2,n_points,50.0,,,,,,0.0020914077758789062,973.0,,,2.0,0.7012274336964471,0.6884214172985873,0.012806016397859832,0.2012274336964471,0.1884214172985873,0.012806016397859804,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,2,n_points,100.0,,,,,,0.004225254058837891,973.0,,,3.0,0.7012274336964471,0.6943589052696408,0.006868528426806297,0.2012274336964471,0.1943589052696408,0.006868528426806297,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,3,n_points,10.0,,,,,,0.004103422164916992,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,3,n_points,20.0,,,,,,0.005280733108520508,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,3,n_points,50.0,,,,,,0.0029790401458740234,1475.0,,,2.0,0.7140575079872205,0.6884214172985873,0.02563609068863315,0.2140575079872204,0.1884214172985873,0.025636090688633095,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,3,n_points,100.0,,,,,,0.005821943283081055,1475.0,,,3.0,0.7140575079872205,0.6943589052696408,0.019698602717579616,0.2140575079872204,0.19435890526964084,0.01969860271757956,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,4,n_points,10.0,,,,,,0.006781339645385742,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,4,n_points,20.0,,,,,,0.005102634429931641,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,4,n_points,50.0,,,,,,0.007182121276855469,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
furthest_from_diagonal,tic-tac-toe,4,n_points,100.0,,,,,,0.005620718002319336,1907.0,,,2.0,0.7140575079872205,0.6884214172985873,0.02563609068863315,0.2140575079872204,0.1884214172985873,0.025636090688633095,0.3418915277724316,0.3418915277724316,0.0,,0.0,0.0,
below_hull_percentage,tic-tac-toe,1,distance_percentage,0.5,,,,,,0.0018961429595947266,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,1,distance_percentage,1.0,,,,,,0.0013892650604248047,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,1,distance_percentage,2.0,,,,,,0.0011935234069824219,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,1,distance_percentage,5.0,,,,,,0.0012085437774658203,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,1,distance_percentage,10.0,,,,,,0.001260519027709961,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,2,distance_percentage,0.5,,,,,,0.009245157241821289,973.0,,,1.0,0.7012274336964471,0.6429279417991454,0.05829949189730177,0.2012274336964471,0.14292794179914542,0.058299491897301686,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,2,distance_percentage,1.0,,,,,,0.006659746170043945,973.0,,,1.0,0.7012274336964471,0.6429279417991454,0.05829949189730177,0.2012274336964471,0.14292794179914542,0.058299491897301686,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,2,distance_percentage,2.0,,,,,,0.009570837020874023,973.0,,,1.0,0.7012274336964471,0.6429279417991454,0.05829949189730177,0.2012274336964471,0.14292794179914542,0.058299491897301686,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,2,distance_percentage,5.0,,,,,,0.009307146072387695,973.0,,,1.0,0.7012274336964471,0.6429279417991454,0.05829949189730177,0.2012274336964471,0.14292794179914542,0.058299491897301686,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,2,distance_percentage,10.0,,,,,,0.009285211563110352,973.0,,,1.0,0.7012274336964471,0.6429279417991454,0.05829949189730177,0.2012274336964471,0.14292794179914542,0.058299491897301686,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,3,distance_percentage,0.5,,,,,,0.00698089599609375,1475.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,3,distance_percentage,1.0,,,,,,0.006659507751464844,1475.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,3,distance_percentage,2.0,,,,,,0.006592750549316406,1475.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,3,distance_percentage,5.0,,,,,,0.007820606231689453,1475.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,3,distance_percentage,10.0,,,,,,0.006771564483642578,1475.0,,,3.0,0.7140575079872205,0.6483505908618499,0.06570691712537058,0.2140575079872204,0.1483505908618499,0.0657069171253705,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,4,distance_percentage,0.5,,,,,,0.010751724243164062,1907.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,4,distance_percentage,1.0,,,,,,0.006277799606323242,1907.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,4,distance_percentage,2.0,,,,,,0.00693202018737793,1907.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,4,distance_percentage,5.0,,,,,,0.005411386489868164,1907.0,,,0.0,0.0,0.0,0.0,0.2140575079872204,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,tic-tac-toe,4,distance_percentage,10.0,,,,,,0.016840696334838867,1907.0,,,3.0,0.7140575079872205,0.6483505908618499,0.06570691712537058,0.2140575079872204,0.1483505908618499,0.0657069171253705,0.3418915277724316,0.2858558835982909,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,1,distance_percentage,0.5,,,,,,0.0009775161743164062,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,1,distance_percentage,1.0,,,,,,0.0009467601776123047,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,1,distance_percentage,2.0,,,,,,0.0009751319885253906,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,1,distance_percentage,5.0,,,,,,0.000522613525390625,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,1,distance_percentage,10.0,,,,,,0.0004451274871826172,109.0,,,0.0,0.0,0.0,0.0,0.1884214172985873,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,2,distance_percentage,0.5,,,,,,0.0038199424743652344,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,2,distance_percentage,1.0,,,,,,0.0023441314697265625,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,2,distance_percentage,2.0,,,,,,0.0038754940032958984,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,2,distance_percentage,5.0,,,,,,0.0027418136596679688,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,2,distance_percentage,10.0,,,,,,0.004213094711303711,973.0,,,1.0,0.7012274336964471,0.6709457638862159,0.030281669810231282,0.2012274336964471,0.17094576388621574,0.030281669810231365,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,3,distance_percentage,0.5,,,,,,0.002807140350341797,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,3,distance_percentage,1.0,,,,,,0.0035822391510009766,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,3,distance_percentage,2.0,,,,,,0.005486011505126953,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,3,distance_percentage,5.0,,,,,,0.00525665283203125,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,3,distance_percentage,10.0,,,,,,0.004307985305786133,1475.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,4,distance_percentage,0.5,,,,,,0.006277322769165039,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,4,distance_percentage,1.0,,,,,,0.005515575408935547,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,4,distance_percentage,2.0,,,,,,0.0069484710693359375,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,4,distance_percentage,5.0,,,,,,0.00509333610534668,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
above_diagonal_percentage,tic-tac-toe,4,distance_percentage,10.0,,,,,,0.005087375640869141,1907.0,,,1.0,0.7140575079872205,0.6709457638862159,0.0431117441010046,0.2140575079872204,0.17094576388621574,0.043111744101004656,0.3418915277724316,0.3418915277724316,0.0,,,0.0,0.0
basic_roc_search,wisconsin,1,,,111.0,110.0,11.0,0.5006341843483302,0.8130968127706608,1.664353847503662,,,,,,,,,,,,,,,,,
basic_roc_search,wisconsin,2,,,1121.0,1010.0,10.0,0.49884940839660064,0.8716048487923318,3.5278193950653076,,,,,,,,,,,,,,,,,
basic_roc_search,wisconsin,3,,,1910.0,789.0,11.0,0.496493866531374,0.8868886915870916,2.487633466720581,,,,,,,,,,,,,,,,,
basic_roc_search,wisconsin,4,,,2677.0,767.0,11.0,0.5017077678522893,0.8890720977006287,2.489717960357666,,,,,,,,,,,,,,,,,
remove_hull_points,wisconsin,1,,,,,,,,0.0024476051330566406,111.0,6.0,6.0,7.0,0.9672443784087409,0.9459221946402363,0.021322183768504588,0.46724437840874095,0.44592219464023625,0.0213221837685047,0.8130968127706608,0.7827375020384497,,,,,
remove_hull_points,wisconsin,2,,,,,,,,0.003448009490966797,1121.0,8.0,8.0,8.0,0.9799144757107394,0.9796608019714074,0.00025367373933204984,0.4799144757107394,0.47966080197140737,0.00025367373933204984,0.8716048487923318,0.8668031672978311,,,,,
remove_hull_points,wisconsin,3,,,,,,,,0.005778789520263672,1910.0,10.0,10.0,11.0,0.9816720723332548,0.980942760332675,0.000729312000579796,0.4816720723332549,0.48094276033267497,0.000729312000579907,0.8868886915870916,0.8759716610194059,,,,,
remove_hull_points,wisconsin,4,,,,,,,,0.00865030288696289,2677.0,10.0,10.0,10.0,0.9825146315388937,0.9825146315388937,0.0,0.4825146315388936,0.4825146315388936,0.0,0.8890720977006287,0.8890720977006287,,,,,
closest_points_to_hull,wisconsin,1,n_points,10.0,,,,,,0.0025320053100585938,111.0,,,4.0,0.9672443784087409,0.9347469604450163,0.03249741796372463,0.46724437840874095,0.43474696044501615,0.032497417963724795,0.8130968127706608,0.7827375020384497,0.0,0.0,,,
closest_points_to_hull,wisconsin,1,n_points,20.0,,,,,,0.0023889541625976562,111.0,,,6.0,0.9672443784087409,0.9404410299153817,0.02680334849335919,0.46724437840874095,0.4404410299153817,0.026803348493359247,0.8130968127706608,0.7827375020384497,0.0,0.0,,,
closest_points_to_hull,wisconsin,1,n_points,50.0,,,,,,0.0023643970489501953,111.0,,,7.0,0.9672443784087409,0.9459221946402363,0.021322183768504588,0.46724437840874095,0.4459221946402363,0.021322183768504643,0.8130968127706608,0.7827375020384497,0.0,0.0,,,
closest_points_to_hull,wisconsin,1,n_points,100.0,,,,,,0.0028121471405029297,111.0,,,7.0,0.9672443784087409,0.9459221946402363,0.021322183768504588,0.46724437840874095,0.4459221946402363,0.021322183768504643,0.8130968127706608,0.7827375020384497,0.0,0.0,,,
closest_points_to_hull,wisconsin,2,n_points,10.0,,,,,,0.0026848316192626953,1121.0,,,6.0,0.9799144757107394,0.9781659388646289,0.0017485368461105377,0.4799144757107394,0.47816593886462877,0.0017485368461106487,0.8716048487923318,0.8622098606606389,0.0,0.0,,,
closest_points_to_hull,wisconsin,2,n_points,20.0,,,,,,0.0028908252716064453,1121.0,,,6.0,0.9799144757107394,0.9781659388646289,0.0017485368461105377,0.4799144757107394,0.47816593886462877,0.0017485368461106487,0.8716048487923318,0.8622098606606389,0.0,0.0,,,
closest_points_to_hull,wisconsin,2,n_points,50.0,,,,,,0.0053064823150634766,1121.0,,,6.0,0.9799144757107394,0.9781659388646289,0.0017485368461105377,0.4799144757107394,0.47816593886462877,0.0017485368461106487,0.8716048487923318,0.8622098606606389,0.0,0.0,,,
closest_points_to_hull,wisconsin,2,n_points,100.0,,,,,,0.0034329891204833984,1121.0,,,7.0,0.9799144757107394,0.9783290148399137,0.0015854608708256723,0.4799144757107394,0.47832901483991375,0.0015854608708256723,0.8716048487923318,0.8668031672978311,0.0,0.0,,,
closest_points_to_hull,wisconsin,3,n_points,10.0,,,,,,0.006804227828979492,1910.0,,,3.0,0.9816720723332548,0.907436264472993,0.07423580786026185,0.4816720723332549,0.4074362644729929,0.07423580786026196,0.8868886915870916,0.7993078330826796,0.0,0.0,,,
closest_points_to_hull,wisconsin,3,n_points,20.0,,,,,,0.0073795318603515625,1910.0,,,5.0,0.9816720723332548,0.9090624943376399,0.07260957799561496,0.4816720723332549,0.40906249433763975,0.07260957799561513,0.8868886915870916,0.7993078330826796,0.0,0.0,,,
closest_points_to_hull,wisconsin,3,n_points,50.0,,,,,,0.006024837493896484,1910.0,,,5.0,0.9816720723332548,0.9090624943376399,0.07260957799561496,0.4816720723332549,0.40906249433763975,0.07260957799561513,0.8868886915870916,0.7993078330826796,0.0,0.0,,,
closest_points_to_hull,wisconsin,3,n_points,100.0,,,,,,0.007237672805786133,1910.0,,,7.0,0.9816720723332548,0.9756065520302959,0.006065520302958927,0.4816720723332549,0.4756065520302959,0.006065520302958982,0.8868886915870916,0.8462646541883346,0.0,0.0,,,
closest_points_to_hull,wisconsin,4,n_points,10.0,,,,,,0.008550882339477539,2677.0,,,3.0,0.9825146315388937,0.8561715196868942,0.12634311185199953,0.4825146315388936,0.3561715196868941,0.12634311185199953,0.8890720977006287,0.7069252930837667,0.0,0.0,,,
closest_points_to_hull,wisconsin,4,n_points,20.0,,,,,,0.008709430694580078,2677.0,,,4.0,0.9825146315388937,0.8566290383953324,0.1258855931435613,0.4825146315388936,0.35662903839533233,0.1258855931435613,0.8890720977006287,0.7069252930837667,0.0,0.0,,,
closest_points_to_hull,wisconsin,4,n_points,50.0,,,,,,0.008871793746948242,2677.0,,,5.0,0.9825146315388937,0.856674337277356,0.12584029426153776,0.4825146315388936,0.3566743372773559,0.1258402942615377,0.8890720977006287,0.7069252930837667,0.0,0.0,,,
closest_points_to_hull,wisconsin,4,n_points,100.0,,,,,,0.0045261383056640625,2677.0,,,8.0,0.9825146315388937,0.9811737846309954,0.0013408469078983742,0.4825146315388936,0.4811737846309953,0.0013408469078983187,0.8890720977006287,0.8698653717226258,0.0,0.0,,,
furthest_from_diagonal,wisconsin,1,n_points,10.0,,,,,,0.0025644302368164062,111.0,,,4.0,0.9672443784087409,0.935716356520321,0.031528021888419855,0.46724437840874095,0.43571635652032104,0.03152802188841991,0.8130968127706608,0.7827375020384497,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,1,n_points,20.0,,,,,,0.002483367919921875,111.0,,,7.0,0.9672443784087409,0.9459221946402363,0.021322183768504588,0.46724437840874095,0.44592219464023625,0.0213221837685047,0.8130968127706608,0.7827375020384497,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,1,n_points,50.0,,,,,,0.0025169849395751953,111.0,,,7.0,0.9672443784087409,0.9459221946402363,0.021322183768504588,0.46724437840874095,0.44592219464023625,0.0213221837685047,0.8130968127706608,0.7827375020384497,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,1,n_points,100.0,,,,,,0.0013096332550048828,111.0,,,7.0,0.9672443784087409,0.9459221946402363,0.021322183768504588,0.46724437840874095,0.44592219464023625,0.0213221837685047,0.8130968127706608,0.7827375020384497,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,2,n_points,10.0,,,,,,0.0045316219329833984,1121.0,,,3.0,0.9799144757107394,0.9580577651343565,0.021856710576382943,0.4799144757107394,0.4580577651343565,0.021856710576382943,0.8716048487923318,0.8668031672978311,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,2,n_points,20.0,,,,,,0.005187273025512695,1121.0,,,3.0,0.9799144757107394,0.9580577651343565,0.021856710576382943,0.4799144757107394,0.4580577651343565,0.021856710576382943,0.8716048487923318,0.8668031672978311,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,2,n_points,50.0,,,,,,0.005233049392700195,1121.0,,,3.0,0.9799144757107394,0.9580577651343565,0.021856710576382943,0.4799144757107394,0.4580577651343565,0.021856710576382943,0.8716048487923318,0.8668031672978311,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,2,n_points,100.0,,,,,,0.0038673877716064453,1121.0,,,3.0,0.9799144757107394,0.9580577651343565,0.021856710576382943,0.4799144757107394,0.45805776513435653,0.021856710576382887,0.8716048487923318,0.8668031672978311,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,3,n_points,10.0,,,,,,0.003384828567504883,1910.0,,,1.0,0.9816720723332548,0.937985830509703,0.04368624182355185,0.4816720723332549,0.4379858305097029,0.04368624182355196,0.8868886915870916,0.8759716610194059,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,3,n_points,20.0,,,,,,0.006704092025756836,1910.0,,,2.0,0.9816720723332548,0.9414466650963054,0.04022540723694945,0.4816720723332549,0.44144666509630537,0.040225407236949506,0.8868886915870916,0.8759716610194059,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,3,n_points,50.0,,,,,,0.006503105163574219,1910.0,,,4.0,0.9816720723332548,0.9635162804181994,0.018155791915055453,0.4816720723332549,0.4635162804181993,0.018155791915055564,0.8868886915870916,0.8759716610194059,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,3,n_points,100.0,,,,,,0.006742954254150391,1910.0,,,5.0,0.9816720723332548,0.9641096957727083,0.01756237656054649,0.4816720723332549,0.46410969577270844,0.017562376560546433,0.8868886915870916,0.8759716610194059,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,4,n_points,10.0,,,,,,0.0042798519134521484,2677.0,,,1.0,0.9825146315388937,0.9445360488503143,0.037978582688579454,0.4825146315388936,0.44453604885031417,0.037978582688579454,0.8890720977006287,0.8890720977006287,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,4,n_points,20.0,,,,,,0.007201194763183594,2677.0,,,3.0,0.9825146315388937,0.9561733316421751,0.02634129989671863,0.4825146315388936,0.4561733316421751,0.026341299896718517,0.8890720977006287,0.8890720977006287,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,4,n_points,50.0,,,,,,0.0046825408935546875,2677.0,,,4.0,0.9825146315388937,0.9622569714979434,0.02025766004095031,0.4825146315388936,0.4622569714979433,0.02025766004095031,0.8890720977006287,0.8890720977006287,0.0,,0.0,0.0,
furthest_from_diagonal,wisconsin,4,n_points,100.0,,,,,,0.005506992340087891,2677.0,,,4.0,0.9825146315388937,0.9675931798003226,0.014921451738571179,0.4825146315388936,0.4675931798003225,0.014921451738571123,0.8890720977006287,0.8890720977006287,0.0,,0.0,0.0,
below_hull_percentage,wisconsin,1,distance_percentage,0.5,,,,,,0.0015244483947753906,111.0,,,0.0,0.0,0.0,0.0,0.46724437840874095,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,1,distance_percentage,1.0,,,,,,0.0025610923767089844,111.0,,,2.0,0.9672443784087409,0.8363396691369657,0.13090470927177522,0.46724437840874095,0.3363396691369657,0.13090470927177522,0.8130968127706608,0.5287194912029571,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,1,distance_percentage,2.0,,,,,,0.002435922622680664,111.0,,,2.0,0.9672443784087409,0.8363396691369657,0.13090470927177522,0.46724437840874095,0.33633966913696567,0.13090470927177528,0.8130968127706608,0.5287194912029571,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,1,distance_percentage,5.0,,,,,,0.0012125968933105469,111.0,,,5.0,0.9672443784087409,0.9391500117777093,0.028094366631031598,0.46724437840874095,0.4391500117777093,0.028094366631031653,0.8130968127706608,0.7827375020384497,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,1,distance_percentage,10.0,,,,,,0.001749277114868164,111.0,,,6.0,0.9672443784087409,0.9455416840312382,0.021702694377502718,0.46724437840874095,0.4455416840312381,0.02170269437750283,0.8130968127706608,0.7827375020384497,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,2,distance_percentage,0.5,,,,,,0.007289886474609375,1121.0,,,4.0,0.9799144757107394,0.9736858794324956,0.006228596278243792,0.4799144757107394,0.4736858794324957,0.0062285962782437365,0.8716048487923318,0.8668031672978311,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,2,distance_percentage,1.0,,,,,,0.009815454483032227,1121.0,,,6.0,0.9799144757107394,0.9753392886263568,0.004575187084382648,0.4799144757107394,0.47533928862635677,0.004575187084382648,0.8716048487923318,0.8668031672978311,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,2,distance_percentage,2.0,,,,,,0.008238077163696289,1121.0,,,6.0,0.9799144757107394,0.9753392886263568,0.004575187084382648,0.4799144757107394,0.4753392886263567,0.004575187084382704,0.8716048487923318,0.8668031672978311,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,2,distance_percentage,5.0,,,,,,0.0060384273529052734,1121.0,,,8.0,0.9799144757107394,0.9776903006033811,0.002224175107358284,0.4799144757107394,0.47769030060338113,0.002224175107358284,0.8716048487923318,0.8668031672978311,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,2,distance_percentage,10.0,,,,,,0.009425878524780273,1121.0,,,9.0,0.9799144757107394,0.9777673087028212,0.0021471670079181715,0.4799144757107394,0.47776730870282125,0.0021471670079181715,0.8716048487923318,0.8668031672978311,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,3,distance_percentage,0.5,,,,,,0.009871244430541992,1910.0,,,5.0,0.9816720723332548,0.9743789523274565,0.0072931200057982926,0.4816720723332549,0.4743789523274565,0.007293120005798348,0.8868886915870916,0.8611317472684774,0.0,,,0.0,0.0
below_hull_percentage,wisconsin,3,distance_percentage,1.0,,,,,,0.01697254180908203,1910.0,,,7.0,0.9816720723332548,0.9802587472141188,0.0014133251191360552,0.4816720723332549,0.4802587472141187,0.0014133251191361662,0.8868886915870916,0.8759716610194059,0.0,,,0.0,0.0
